Daniel_Ramirez	Rosa_May	949589
Helen_Lindsey	Della_Cobb	464045
Ola_Reid	Marion_Parks	390390
Wesley_Jensen	Sara_Huff	22901
Hester_Abbott	Marcus_Moss	698092
Lloyd_Gilbert	Loretta_Bowen	353105
Nellie_Ramsey	Millie_Armstrong	535585
Martha_McCarthy	Lottie_Maldonado	255275
Marion_Perkins	Minnie_Underwood	551348
Ronnie_Greer	Myrtle_Summers	195617
Angel_Bowen	Luella_Wallace	794875
Chris_Wood	Kathryn_Cole	501770
Sue_Chambers	Rodney_Fletcher	127091
Chad_McGee	Raymond_Perez	627643
Josephine_Bailey	Ollie_Simon	927652
Harriett_Graves	Tillie_Norris	793782
Max_Craig	Nora_Ray	33677
Calvin_Baker	Ricky_Bates	267445
Ian_Clark	Augusta_Nelson	54979
Nell_McCoy	Lucile_Carr	949012
Daniel_Gibbs	Inez_Hanson	827623
Hunter_Ramos	Lina_Johnston	26332
Jack_Hawkins	Fred_Gray	851677
Evelyn_Brock	Dora_Webb	441924
Duane_Boyd	Antonio_Santiago	680931
Sadie_Johnson	Vernon_Jones	163868
Jon_Bowen	Etta_Norman	26666
Douglas_Moreno	Lula_Myers	465885
Elizabeth_Chambers	Lily_Walton	648666
May_Ramsey	Nina_Goodwin	490208
Josie_Perez	Ronnie_Neal	933792
Margaret_Jenkins	Jay_Simmons	68088
Jane_Murphy	Troy_Luna	90967
Edna_Valdez	Christopher_Warren	495630
Jessie_Boyd	Warren_Lindsey	61999
Joel_Jensen	Joe_Norman	579352
Rosa_Ellis	Mayme_Hogan	370873
Sally_Sherman	Jay_Hines	235459
Ida_Allen	Loretta_Bowen	640029
Rosa_May	Rebecca_Newman	407945
Duane_Newton	Augusta_Carr	20353
Ricky_Gonzalez	Cameron_Curry	982324
Nancy_McLaughlin	Sally_Sherman	371250
Chester_Cooper	Ola_Rios	377068
Owen_Hart	Kevin_Hughes	405569
Cordelia_Walsh	Dorothy_Mendoza	713060
Johnny_Mack	Jack_Green	61532
Eliza_Burgess	Verna_Bishop	628639
Ethel_Jordan	Georgia_Wood	964426
Bradley_Collier	Lula_Nguyen	795269
Virgie_Walsh	Thomas_Hodges	794750
Jeffery_Walters	Irene_Weaver	389312
Rachel_Briggs	Troy_Wheeler	267730
Ada_Thomas	Beatrice_Hopkins	516087
Brian_Thompson	Ethan_Jennings	273732
Harriet_Wong	Ola_Schultz	729564
Bruce_Phelps	Tom_Casey	20905
Georgie_Wade	Logan_Hardy	383999
Harvey_Francis	Angel_Bowen	461196
Chester_Cooper	Chad_Dawson	106961
Dollie_Burton	Cordelia_Walsh	392340
Sally_Porter	Stella_Stone	877619
Lydia_Pittman	Millie_Summers	426165
Leo_Sullivan	Barry_Carpenter	818104
Sue_Kennedy	Sara_Jacobs	121602
Carolyn_Tran	Emma_Fields	885852
Leo_Sullivan	Jeffery_Walters	646162
Verna_Ray	Isabelle_Daniels	579624
Dylan_Brown	Mason_Drake	933405
Lizzie_Stevens	Oscar_Austin	316956
Joseph_Drake	Lucinda_Reyes	55574
Jerome_Peterson	Marian_Wilkins	172916
Tillie_Welch	Warren_Carlson	187962
Carrie_Russell	Logan_Hardy	358916
Luis_Higgins	Lottie_Hunt	212292
Sally_Thompson	Carrie_McKenzie	959459
Jim_Jacobs	Alice_Cruz	600851
Florence_Sutton	Bertie_Gray	350853
Evelyn_Zimmerman	Joshua_Owen	972488
Johanna_Tran	Clifford_Garcia	673411
Ann_Sharp	Georgia_Bridges	441674
Edward_Vasquez	Rebecca_Newman	395289
Zachary_Parks	Ellen_Byrd	403099
Jayden_Summers	Addie_Nichols	508572
Minnie_Wise	Bill_Berry	447610
Clayton_Williams	Vera_Ford	778083
Leona_Lawrence	Claudia_Caldwell	950725
Mae_Becker	Jerome_Peterson	695292
Lucas_Diaz	Victoria_Hammond	463455
Leah_McKenzie	Jonathan_Hampton	530077
Pearl_George	Georgia_Hernandez	636773
Donald_Hill	Ethel_Nelson	185045
Jeff_Moran	Kyle_Cook	208331
Wesley_McDaniel	Gary_Bowman	187355
Marcus_Barrett	Margaret_Hernandez	243931
Leila_Ramsey	Jeffery_Adkins	321970
Joshua_Malone	Donald_Salazar	671750
Roxie_Ruiz	Wayne_Crawford	947027
Glen_Edwards	Susie_McCormick	651283
Francisco_Fletcher	Theresa_Martinez	464741
Celia_Spencer	Addie_Chapman	571912
Roy_Norton	Ernest_Cannon	67044
Nelle_Harper	Amy_Barber	829315
Isaiah_Wilkins	Daniel_Gibbs	699015
Melvin_Murphy	John_Lopez	664635
Nathaniel_Walton	Bertie_Gray	291141
Bettie_Collins	Alexander_Hudson	183828
Elizabeth_Chambers	Harvey_Francis	539872
Terry_Warren	Patrick_Walters	6048
Emma_Martinez	Tom_Casey	476538
Cody_Holland	Lydia_Carroll	575757
Douglas_Schwartz	Lucinda_Reyes	458568
Dale_Bennett	Cordelia_Walsh	173638
Timothy_Cox	Max_Boone	550874
Olga_Johnston	Evelyn_Zimmerman	919822
Bobby_Rodgers	Jacob_Parsons	458256
Virgie_Walsh	Francisco_Bowen	102161
Marguerite_Weaver	Adeline_Allison	865501
Jane_Murphy	Linnie_Ellis	60659
Isabelle_Daniels	Violet_Montgomery	351497
Lelia_Parker	Margaret_Hernandez	423514
Clayton_Williams	Lucile_Barnes	574615
Harriet_Wong	Troy_Luna	176645
David_Porter	Terry_Thornton	61679
Keith_Beck	Nelle_Stevens	91657
Joshua_Malone	Beulah_Dean	672452
Lola_Blair	Alma_Garner	657495
Virginia_Dunn	Jeffrey_Holloway	357236
Ophelia_Carr	Chester_Foster	395060
Andre_Hawkins	Augusta_Nelson	635093
Nicholas_Pearson	Bertha_May	609169
Dale_Bennett	Violet_Logan	302747
Alvin_Perkins	Marvin_Henderson	40982
Marcus_Moss	Myra_Turner	889148
Rachel_Briggs	Addie_Nichols	117115
Dylan_Baker	Ricardo_Moss	812013
Isaiah_Wilkins	Anthony_Anderson	442773
Francisco_Fletcher	Bettie_Collins	128185
Lawrence_Wilkins	Isabelle_Daniels	894240
Jayden_Estrada	Steve_Hamilton	907484
Leona_Sanders	Marian_Wilkins	738517
Bernard_Medina	Sara_Huff	371462
Daniel_Ramirez	Ernest_Waters	800689
Timothy_Cox	Vincent_Owens	836469
Ian_Shelton	Glen_Baker	263274
Matthew_Hunt	Ellen_Nichols	184633
Leo_Sullivan	Lilly_Sandoval	845394
Bradley_Briggs	Evan_Richardson	532872
Jeremiah_Doyle	Marcus_Duncan	553982
Danny_Gordon	Etta_Sanchez	2906
Alice_Underwood	Nancy_Olson	690828
Nora_Rice	Alice_Carlson	760106
Gilbert_Jenkins	Lottie_Rogers	175083
Wesley_McDaniel	Harvey_Francis	777260
Mable_Banks	Jack_Gill	473395
Gordon_Robinson	Helena_Carson	999113
Augusta_Bradley	Maude_Gross	899177
Tom_Frank	Harvey_Allen	153782
Jerry_McBride	Willie_Jordan	199064
Addie_Nichols	Nancy_Olson	375279
Brent_Potter	Chris_Reid	870435
Harold_Nash	Sue_Spencer	935745
Roy_Norton	Jack_Howard	851136
Lois_Morrison	Wayne_Stokes	715793
Floyd_McCarthy	Evan_Kennedy	573957
Hunter_Ramos	Ernest_Evans	331471
Carolyn_Thomas	Pauline_Dunn	126963
Lottie_Burgess	Dennis_Gross	631047
Hulda_Torres	Lucy_Hammond	155505
Oscar_Bailey	Erik_Houston	149201
Mollie_Potter	Kenneth_Norris	794079
Glen_Edwards	Ricky_Gonzalez	55141
Winnie_Sutton	Mollie_Gonzalez	976653
Lydia_Carroll	Ethan_Norton	883955
Ora_Perry	Ada_Thomas	446718
Zachary_Yates	Franklin_Simpson	963812
Adrian_Stewart	Frances_Davis	198657
Alma_Hines	Eleanor_Walsh	992902
Ora_Lane	Lucile_Carr	706948
Alexander_Joseph	Nelle_Byrd	153044
Danny_Gordon	Barbara_Henderson	654065
Joel_Jensen	Jorge_Dunn	830531
Caroline_Coleman	Melvin_Greene	724557
Floyd_Riley	Dean_Olson	384873
Sue_Kennedy	Tillie_Norris	599109
Raymond_Thomas	Bertha_Yates	595543
Jean_Bowman	Chester_Foster	329333
Alma_Garner	Owen_Mann	906475
Millie_Herrera	Lydia_Silva	457933
Randy_Adams	Lula_Nguyen	343721
Derek_Snyder	Raymond_Thomas	513286
Ellen_Byrd	Gary_Ford	668108
Theresa_Martinez	Claudia_Caldwell	565751
Margaret_Yates	Evelyn_Wood	897018
Jeffery_Walters	Marion_Nunez	824972
Joe_Berry	Brandon_Stone	487955
Ada_Thomas	Nellie_Fitzgerald	382276
Ronnie_Greer	Georgia_Wood	330183
Anne_Matthews	Ollie_Blake	188281
Victoria_Gibson	Ian_Shelton	75559
Leila_Rose	Rosie_Barnett	567584
Alice_Cruz	Dominic_Owen	109085
Barry_Carpenter	Adele_Ramos	512414
May_Ramsey	Lula_Myers	845626
Rachel_Tucker	Lucile_Barnes	243750
Kenneth_Norris	Christina_Lopez	203832
Mamie_Burgess	Marion_Perkins	775941
Robert_Hawkins	Tillie_Welch	303459
Oscar_Bailey	Chester_McBride	929634
Hunter_Ramos	Martha_Bates	102774
Eddie_Hodges	Pauline_Dunn	570167
Bettie_Keller	Lula_Myers	155120
Bertie_Gray	Wayne_McGuire	331067
Vernon_Cannon	Norman_Henry	451169
Phillip_Parsons	Violet_Logan	903473
Lucile_Barnes	Olive_Casey	295285
Christian_Love	Gavin_Stephens	176156
Leona_Schneider	Carlos_Jacobs	288963
Susan_Yates	Herman_Drake	567712
Christina_Hart	Alice_Edwards	213898
Zachary_Yates	Ola_Reid	199644
Ian_Clark	Bill_Mullins	790953
Shawn_Tyler	Roxie_Ruiz	154489
Francisco_Bowen	Maud_Ramos	416529
Richard_Hamilton	Mark_Simpson	19516
Luis_Malone	Lelia_Parker	461292
Amanda_Simpson	Jon_Barnett	793513
Rebecca_Hubbard	Cameron_Curry	560509
Verna_Duncan	Leroy_Arnold	870296
Alma_Hines	Lula_Thompson	757987
Walter_McBride	Jim_Jacobs	592368
Ophelia_Carr	Donald_Walsh	289058
Gary_Campbell	Dylan_Baker	96010
Minnie_Wise	Sally_Thompson	936252
Bruce_Phelps	Adam_Caldwell	967221
Warren_Mack	Grace_Schultz	970914
Ophelia_Dixon	Willie_Jordan	557033
Bradley_Gibson	Olive_Casey	205837
Seth_Moore	Carrie_Russell	119452
Johnny_Mack	Jane_Murphy	598000
Martha_Bates	Gordon_Owen	106104
Roxie_Simon	Justin_Horton	608154
Ida_Guzman	Lucile_Moreno	579919
Lee_Williams	Clyde_Cook	481753
Irene_Goodman	Georgia_Wood	944213
Rebecca_Hubbard	Leona_Sanders	291612
Harry_Black	Susie_Nunez	970420
Terry_Thornton	Ray_Howell	310347
George_Patrick	Leona_Schneider	3526
Jim_Jacobs	Della_Day	615577
Shane_Hardy	Rebecca_Hubbard	632843
Lilly_Sandoval	Kevin_Hughes	439013
Marion_Perkins	Alice_Underwood	89868
Erik_Houston	Bettie_Collins	957887
Rosie_Castillo	Vincent_Delgado	460806
John_Barker	Patrick_Harmon	179680
Sean_Poole	Charlie_Howell	263764
Howard_Robinson	Mayme_Hansen	994876
Nicholas_Allison	Madge_Jimenez	417085
Jonathan_Shaw	Hulda_Torres	980702
Joel_Summers	Beatrice_Logan	686620
Christian_Yates	Tom_Fletcher	605549
Matthew_Reyes	Bradley_Briggs	32491
Patrick_Walters	Chris_Johnston	231341
Isabel_Horton	Jesus_Cox	225127
Emilie_Horton	Abbie_Fleming	972085
Aiden_Watts	Nancy_McLaughlin	85153
Mamie_Simmons	Jorge_Douglas	753182
Max_Craig	Stella_Robinson	741140
Viola_Cruz	Robert_Foster	576649
Wayne_Stokes	Roger_Morton	442313
Florence_Sutton	Keith_Vasquez	416359
Nora_Moss	Nora_Hudson	430569
Kenneth_Poole	Estella_Johnson	747395
Marian_Lawson	Mabelle_Bryan	24321
Lewis_Hansen	Kenneth_Norris	655588
Jackson_Christensen	Chris_Reid	977263
Alex_Herrera	Ernest_Waters	23022
Brandon_Stone	Myra_Burke	106650
Mollie_Gonzalez	Nora_Hudson	701607
Hester_Abbott	Gary_Bowman	310449
Beulah_Alvarez	Zachary_Duncan	162403
Linnie_Ellis	Marion_Klein	246892
Margaret_Hernandez	Mathilda_Little	444747
Brent_Potter	Jimmy_Delgado	626845
Donald_Salazar	Rosie_Barnett	802326
Duane_Bowers	Harry_Franklin	993311
Lucille_Maxwell	Glenn_Mack	87577
Ida_Guzman	Tom_Frank	949117
Minerva_Casey	Theodore_Turner	154141
Jon_Barnett	Eliza_Kelly	758783
George_Matthews	Emily_Page	783927
Jose_Fernandez	Ernest_Evans	476908
Christopher_Colon	Marion_Beck	880225
Ida_Kelly	Julia_Spencer	886201
Matthew_Reyes	Jeanette_Ramirez	50963
Tommy_Briggs	Ricardo_Benson	749763
Ola_Rose	Clyde_Stephens	414122
Nicholas_Pearson	Ola_Schultz	285732
Raymond_Meyer	Chester_Hudson	145378
Glenn_Anderson	Jeffery_Walters	627842
Teresa_Phillips	Carrie_McKenzie	962556
Janie_Lloyd	Tom_Casey	54236
Winifred_Ellis	Melvin_Murphy	85724
Ernest_Evans	Fanny_Watkins	85586
Ethel_Nelson	Augusta_Douglas	797480
Landon_Hudson	Lydia_Pittman	847769
Clyde_Hudson	Johnny_Mack	137041
Logan_Hardy	Jeremy_Figueroa	420339
Lura_Garner	Susie_Nunez	257768
Jacob_Osborne	Lottie_Hunt	265241
Ernest_Waters	Edith_Marshall	737429
Ethan_Jennings	Johanna_Ryan	663921
Christian_Love	Alexander_Hudson	766175
Melvin_Greene	Eliza_Williamson	94071
Jose_Ingram	Brent_Bowman	114589
Rosetta_Morrison	Craig_Fuller	340742
Nelle_Stevens	Cecelia_Cook	528550
Angel_Erickson	Leonard_Goodman	500334
Lola_Bowman	Kenneth_Norris	829210
Theresa_Nguyen	Herbert_Mann	956385
Floyd_Tucker	Mary_Bowen	838948
Sarah_Atkins	Justin_Keller	468904
Walter_McBride	Viola_Griffin	488805
Gavin_Cox	Agnes_Holt	892253
Hunter_Ramos	Phillip_Parsons	715254
Lawrence_Gilbert	Leo_Burton	561015
Susie_Dean	Lucile_Barnes	934679
Harry_Black	Fannie_McLaughlin	469890
Adrian_Hernandez	Duane_Boyd	683870
Ida_Kelly	Eddie_Griffith	214338
Viola_Cruz	Cecelia_Sullivan	958259
Callie_Nelson	Mabelle_Bryan	145517
Ryan_Medina	Bertie_Hamilton	774569
Jane_Murphy	Millie_Herrera	549467
Jay_Parsons	Isabella_Zimmerman	935458
Joel_Summers	Marian_Oliver	177100
Sam_Jefferson	Lucy_Wagner	969788
Jerry_McBride	Lina_Johnston	959959
Abbie_Gordon	Stanley_Gilbert	869879
Ronnie_Neal	Tony_Jackson	996775
Zachary_Parks	Ian_Clark	325394
Corey_Chandler	Christian_Yates	718006
Lelia_Parker	Millie_Armstrong	915116
Isabella_Howard	Tillie_Welch	592861
Mae_Becker	Ronald_Collier	793836
Nora_Hudson	Virginia_Dunn	154416
Dorothy_Mendoza	Ophelia_Atkins	858168
Floyd_Riley	Ola_Schultz	183086
Virgie_Walsh	Georgie_Wade	840548
Bryan_Reyes	Rebecca_Soto	231735
Terry_Warren	Ida_Kelly	309754
Jerome_Wise	Jerome_Wise	984662
Mollie_Gomez	Hulda_Zimmerman	192031
Isabella_Howard	Celia_Cummings	688761
Brandon_Stone	Hester_Schultz	919157
Abbie_Gordon	Max_Boone	494613
Lucas_Diaz	Carrie_McKenzie	324653
Jean_Wood	Victor_Smith	822122
Wayne_McGuire	Addie_Wright	75770
Glen_Lawrence	Shawn_Tyler	150949
Claudia_Caldwell	Adam_Porter	852614
Ronnie_Neal	Shawn_Ford	627454
Marion_Nunez	Bruce_Hunt	690542
Ella_Garrett	Ida_Guzman	990655
Bettie_Hamilton	Emilie_Soto	914328
Irene_Weaver	John_Barker	891654
Lottie_Maldonado	Nora_Hughes	809597
Carolyn_Tran	Herbert_Robinson	326178
Gary_Ford	Wesley_McDaniel	495530
Annie_Jones	Jason_Herrera	299437
Ellen_Nichols	Marie_Elliott	222805
Gavin_Fields	Donald_Hill	270894
Gordon_Palmer	Bruce_Valdez	695936
Louis_Baldwin	Rosie_Castillo	920302
Emma_Gomez	Seth_Wright	403957
Jon_Bowen	Hettie_Sandoval	850215
Jorge_Dunn	Kevin_Hughes	255316
Harriett_Mendez	Emilie_Horton	332720
Johnny_Barber	Marie_Simpson	522750
Jeremiah_Sullivan	Essie_Jones	906704
Georgia_Hernandez	Dominic_Meyer	442966
Olga_Lamb	Allen_Hopkins	6239
Steve_Murray	Dominic_Owen	913567
Mathilda_Little	Cecelia_Park	97605
Rebecca_Newman	Anthony_Gilbert	399426
Ada_Briggs	Millie_Armstrong	68821
Henry_Boone	Rosetta_Riley	369896
Ella_Caldwell	Gavin_Cox	615843
Ann_Sharp	Maria_Moss	350552
Carlos_Warren	Gene_Floyd	139771
Nelle_Stevens	Addie_Miles	990687
Cecelia_Park	Logan_Colon	254464
Mike_Wilkerson	Elnora_Fowler	885190
Jared_Fernandez	Isaiah_Wilkins	41959
Marcus_Duncan	Ricardo_Benson	559929
Jeff_Moran	Maude_Gross	775612
Christopher_Massey	Jayden_Summers	626929
Timothy_Cox	Ada_Vargas	626126
Jean_Bowman	Sophia_Norman	989965
Zachary_Yates	Isabella_Benson	949625
Brent_Potter	Ollie_Crawford	869190
Mable_Frazier	Leonard_Reeves	731583
Emma_Fields	Allen_Hopkins	198157
Floyd_McCarthy	Elmer_Pierce	583695
Cecelia_Cook	Eddie_Hodges	802147
Virgie_Walsh	John_Barker	950043
Adam_Caldwell	Mason_Nunez	815919
Nettie_Brewer	Myrtie_Roberts	25569
Jorge_Dunn	Norman_Walker	455336
Glenn_Mack	Elmer_Duncan	513875
Shawn_Tyler	Rachel_Brown	668420
Bertie_Hamilton	Glen_Lawrence	220682
Francisco_Fletcher	Gene_Lyons	748687
Pearl_George	Alma_Hines	892957
Lee_Williams	Robert_Foster	780637
Aiden_Watts	Alexander_Joseph	49714
Clyde_Hudson	Bill_Burke	262404
Marian_Oliver	Alma_Garner	171308
Joe_Walton	Julian_Gray	594380
Willie_Burton	Jerome_Wise	769988
Ricardo_Moss	Miguel_Guerrero	653130
Marvin_Henderson	Dora_Williamson	925261
Mike_Gibbs	Sophia_Norman	523228
Aiden_Mitchell	Lucille_Maxwell	96117
Mamie_Gomez	Bernard_Medina	584609
Vincent_Obrien	Hallie_Pierce	155115
Myrtle_Black	Nina_Goodwin	740252
Terry_Thornton	Mable_Banks	619655
Catherine_Vaughn	Francis_Curtis	120756
Adrian_Hernandez	Zachary_Yates	504570
Ollie_Crawford	Florence_Sutton	202166
Howard_Robinson	Myrtle_Brewer	123527
Emilie_Soto	Cecelia_Hardy	339526
Martha_Bates	Peter_Lyons	880601
Amy_Barber	Ray_Howell	65253
Addie_Wright	Cecilia_Delgado	380667
Jeremy_Figueroa	Glen_Lawrence	852432
Fred_Gray	Glenn_Anderson	859630
Isabella_Benson	Landon_Hudson	377690
Donald_Gomez	Samuel_Pittman	179455
Dennis_Ortega	Jeffery_Francis	429271
Duane_Boyd	Aiden_Watts	171202
Jean_Bowman	Lillie_Morgan	632660
Ella_Garrett	Jeremy_Figueroa	539055
Leila_Ramsey	Joseph_Hicks	340048
Lula_Myers	Sally_Sherman	6546
Franklin_Gibson	Lydia_Silva	728454
Roxie_Day	Lura_Garner	556248
Maud_Ramos	Rosa_Hodges	133428
Marcus_Moss	Chris_Reid	618585
Adele_Gregory	Olga_Johnston	436585
Gavin_Stephens	Bessie_Glover	955894
Christina_Hart	Donald_Salazar	689437
Jon_Bowen	Bryan_Harris	2598
Mary_Meyer	David_Higgins	349039
Beatrice_Hopkins	Susie_Garza	931162
Linnie_Ellis	David_Larson	998941
Sue_Spencer	Willie_Jennings	843064
Alice_Cruz	Benjamin_Santiago	171752
Erik_Houston	Virginia_Bass	482895
Oscar_Austin	Theresa_Nguyen	565327
Chris_Henderson	Dorothy_Wong	259845
Marcus_Moss	Walter_McBride	14595
Sara_Simmons	Christopher_Massey	713392
Kenneth_Marsh	Jennie_Howard	24203
Florence_Riley	Ronald_Harper	267790
Victoria_Gibson	Erik_Houston	769170
Rhoda_Webb	Gabriel_Fitzgerald	178738
Linnie_Ellis	Ricardo_Benson	261306
Nathaniel_Hubbard	Peter_Lyons	366298
Logan_Parker	Essie_Cruz	639118
Ora_Lane	Andrew_Johnson	824276
Bradley_Gibson	Phillip_Harrison	645019
Alexander_Hudson	Anthony_Gilbert	473111
Steve_Murray	Isabelle_Norris	409577
Rosalie_Mitchell	Lucinda_Reyes	979572
Thomas_Hodges	Duane_Chambers	42533
Raymond_Foster	Emily_Page	736976
John_Barker	Maude_Gross	704801
Milton_Hudson	Leo_Sullivan	475257
Ola_Reid	Allen_Hopkins	983002
Hannah_Brown	Tony_Jackson	386115
Dean_Fields	Glen_Simon	201484
Billy_Weber	Mamie_Simmons	310328
Bobby_Rodgers	Jonathan_Hampton	961838
Ann_Pope	Sallie_Copeland	913359
